#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 04 28 16 50  82  8.3  9.6  1.26  5.26  4.39  75 1013.7   4.1   4.2   2.7 99.0 99.00
2016 04 28 17 50  71  6.4  7.6  1.02  5.26  4.08  92 1014.0   4.3   4.2   3.4 99.0 99.00
2016 04 28 18 50  69  7.6  8.8  0.98  5.00  4.03  81 1014.0   4.3   4.2   3.8 99.0 99.00
2016 04 28 19 50  63  7.3  8.5  0.86  4.55  3.81  86 1014.0   4.3   4.2   4.3 99.0 99.00
2016 04 28 20 50  61  7.6  8.9  0.82  4.35  3.83  83 1013.9   4.3   4.2   4.3 99.0 99.00
2016 04 28 21 50  58  6.3  7.3  0.78  4.17  3.69  69 1014.4   4.5   4.3   4.5 99.0 99.00
2016 04 28 22 50  57  5.5  6.2  0.72  4.00  3.70  71 1014.9   4.8   4.3   4.6 99.0 99.00
2016 04 28 23 50  66  5.9  6.5  0.70  4.17  3.63  67 1015.1   4.7   4.3   4.7 99.0 99.00
2016 04 29 00 50  70  6.6  7.6  0.65  4.00  3.68  67 1015.2   4.7   4.3   4.7 99.0 99.00
2016 04 29 01 50  77  6.4  7.5  0.62  3.85  3.49  67 1015.9   4.7   4.3   4.7 99.0 99.00
2016 04 29 02 50  77  5.7  6.8  0.63  3.85  3.52  65 1016.4   4.8   4.2   4.8 99.0 99.00
2016 04 29 03 50  84  4.6  5.5  0.59  3.57  3.58  78 1016.5   5.2   4.2   4.4 99.0 99.00
2016 04 29 04 50  79  4.0  4.5  0.59  4.00  3.60  64 1016.4   5.1   4.2   4.5 99.0 99.00
2016 04 29 05 50  33  4.2  4.9  0.49  3.85  3.50  96 1016.6   4.7   4.2   4.6 99.0 99.00
2016 04 29 06 50  52  4.2  4.8  0.46  3.57  3.43  78 1016.3   4.9   4.2   4.6 99.0 99.00
2016 04 29 07 50  62  3.6  4.1  0.43  3.70  3.37  59 1016.3   4.8   4.3   4.6 99.0 99.00
2016 04 29 08 50  43  4.2  4.6  0.38  3.33  3.36  89 1016.7   4.8   4.3   4.4 99.0 99.00
2016 04 29 09 50  42  4.6  5.2  0.33  3.33  3.28  84 1017.1   4.5   4.3   4.5 99.0 99.00
2016 04 29 10 50  58  4.4  5.1  0.34  3.13  3.17  87 1017.2   4.3   4.3   4.3 99.0 99.00
2016 04 29 11 50  38  3.3  3.9  0.32  3.03  3.09  73 1018.3   4.4   4.3   4.4 99.0 99.00
